sentence,gt
রবার্ট ক্লাইভ ছিলেন তাঁর পিতামাতার ১৩টি সন্তানের মধ্যে (৭ কন্যা ও ৬ পুত্র) বড়।,রবার্ট ক্লাইভ ছিলেন তাঁর পিতামাতার ১৩টি সন্তানের মধ্যে (৭ কন্যা ও ৬ পুত্র) বড়।
"দেরি হলে তো আরো বেশি টাকা দেওয়ার কথা,কারণ যতদিন সে টাকা নেই নি ততদিন তার টাকার ইন্টারেস্ট বাড়ছে না ? ","দেরি হলে তো আরো বেশি টাকা দেওয়ার কথা$,$কারণ যতদিন সে টাকা $নেই নি$ ততদিন তার টাকার ইন্টারেস্ট বাড়ছে না $?$ "
তিনি ইউকন এবং জোয়ানা ওয়াটসের পুত্র।,তিনি ইউকন এবং জোয়ানা ওয়াটসের পুত্র।
পৃথিবীর কোন ছেলেই চায় না তার বাবা আরেকটি বিয়ে করুক।,পৃথিবীর$ কোন$ ছেলেই চায় না তার বাবা আরেকটি বিয়ে করুক।
তিনি আওরঙ্গজেবের অত্যন্ত প্রিয় পাত্রী ছিলেন।,তিনি আওরঙ্গজেবের অত্যন্ত প্রিয় পাত্রী ছিলেন।
তিন বছর লড়াইয়ের পর ৮৪৩ সালে তিন ভাইয়ের মধ্যে একটি চুক্তি হয়।,তিন বছর লড়াইয়ের পর ৮৪৩ সালে তিন ভাইয়ের মধ্যে একটি চুক্তি হয়।
"ডিলারদের অভিযোগ, বেশি দাম রাখার মাধ্যমে ডিলারদের চিনি তুলতে নিরুৎসাহিত করছে করপোরেশন।","ডিলারদের অভিযোগ, বেশি দাম রাখার মাধ্যমে ডিলারদের চিনি তুলতে নিরুৎসাহিত করছে $করপোরেশন$।"
"হ্যালো, মায়া।","হ্যালো, মায়া।"
আর কোনো জন্তুর শিকার নয়!,আর কোনো জন্তুর শিকার নয়!
"চুতমারানির চুদির ভাই, চুইদ্দা কয় চুদিনাই= ফাকিং লেডি, ফাকিং গায়আফটার ফাকিং টেলিং লাই ","$চুতমারানির$$ চুদির ভাই$, $চুইদ্দা$ কয় $চুদি$নাই$=$ ফাকিং লেডি, ফাকিং $গায়আফটার$ ফাকিং টেলিং লাই$$ "
ওই হারামি ওয়াল্ডহেইম নির্বাচনে জিতেছে।,ওই হারামি ওয়াল্ডহেইম নির্বাচনে জিতেছে।
আগামীকালই আমাদের তাকে উদ্ধার করতে হবে।,আগামীকালই আমাদের তাকে উদ্ধার করতে হবে।
তাদের কাছ থেকে আমি মায়ের মতই স্নেহ -মমতা আর ভালবাসা পেয়েছি নিঃস্বার্থ ভাবে।,তাদের কাছ থেকে আমি মায়ের মতই স্নেহ -মমতা আর ভালবাসা পেয়েছি নিঃস্বার্থ ভাবে।
ভাইয়া আমার ত ভিসা করা ঘোজাডাঙ্গা বর্ডার দিয়ে ত আমি বুড়িমারি দিয়ে কিভাবে যাবো ? আমি কি কলকাতা দিয়ে যেতে পারবোনা ভূটান বা দার্জিলিং ? দার্জিলিং যেতে হলে আমরা কলকাতা হয়ে কোথাই যাবো,ভাইয়া আমার $ত$ ভিসা করা ঘোজাডাঙ্গা বর্ডার দিয়ে$$ $ত$ আমি বুড়িমারি দিয়ে কিভাবে যাবো$ $? আমি কি কলকাতা দিয়ে যেতে $পারবোনা$ ভূটান বা দার্জিলিং$ $? দার্জিলিং যেতে হলে আমরা কলকাতা হয়ে $কোথাই$ যাবো$$
"বছরে পচিশ টাকা খাজনা ফেলে-বোলে হোত, তাই কিনা লিখে নিলে পাঁচ টাকায়!","বছরে $পচিশ$ টাকা খাজনা $ফেলে-বোলে$ $হোত$, তাই $কিনা$ লিখে $নিলে$ পাঁচ টাকায়!"
এসব মিলিয়ে রুশ-মার্কিন সম্পর্কে প্রাচীন স্নায়ুযুদ্ধ মৃদুলয়ে দামামা বাজাতে শুরু করে।,এসব মিলিয়ে রুশ-মার্কিন সম্পর্কে প্রাচীন স্নায়ুযুদ্ধ মৃদুলয়ে দামামা বাজাতে শুরু করে।
"স্বপ্ন টুটে গেছে, ভেঙে গেছে- না, ওরা আমাদের স্বপ্নকে গলাটিপে হত্যা করেছে।","স্বপ্ন টুটে গেছে, ভেঙে গেছে- না, ওরা আমাদের স্বপ্নকে গলাটিপে হত্যা করেছে।"
এক দীদার বাড়ী নানার বাড়ীর তিনটা বাড়ী পর।,এক দীদার $বাড়ী$ নানার $বাড়ীর$ তিনটা $বাড়ী$ পর।
চেনিকে এসব বিষয়ে খবর দিতে থাকবো?,চেনিকে এসব বিষয়ে খবর দিতে থাকবো?
ঢাকা বিশ্ববিদ্যালয়ে ছাত্র সমাবেশে স্বাধীন বাংলাদেশের পতাকা উত্তোলন করা হয়।,ঢাকা বিশ্ববিদ্যালয়ে ছাত্র সমাবেশে স্বাধীন বাংলাদেশের পতাকা উত্তোলন করা হয়।
আমি নিজে তো সব সময় দেখতে পারি না।,আমি নিজে তো সব সময় দেখতে পারি না।
যখন বার্টন তাদের সম্মুখীন হতে যান তিনি আবিষ্কার করেন যে তারা অদৃশ্য হয়ে গেছে।,যখন বার্টন তাদের সম্মুখীন হতে যান$$ তিনি আবিষ্কার করেন যে$$ তারা অদৃশ্য হয়ে গেছে।
কিন্তু বেহাল মহাসড়কের কারণে বাসের ঝাঁকুনিতে যাত্রীদের অবস্থা কাহিল হয়ে পড়ে।,কিন্তু বেহাল মহাসড়কের কারণে বাসের ঝাঁকুনিতে যাত্রীদের অবস্থা কাহিল হয়ে পড়ে।
-সে অনেক দূর রে বাপু।,$-সে$ অনেক দূর রে বাপু।
"তাঁর কাজে সেই অর্থে কোনো গাঠনিক রূপান্তর নেই, কিন্তু কাজগুলো দারুণভাবে ফর্মবেইসড।","তাঁর কাজে সেই অর্থে কোনো গাঠনিক রূপান্তর নেই, কিন্তু কাজগুলো দারুণভাবে ফর্মবেইসড।"
অবস্থার অবনতি হলে তাঁরা তাঁকে দ্রুত ঢাকার সোহরাওয়ার্দী হাসপাতালে নিয়ে যান।,অবস্থার অবনতি হলে তাঁরা তাঁকে দ্রুত ঢাকার সোহরাওয়ার্দী হাসপাতালে নিয়ে যান।
এর উপরে ছিল একটা বর্ম।,এর উপরে ছিল একটা বর্ম।
মনকে আবার বৃথা তর্কের দ্বারা চঞ্চল করা উচিত নহে।,মনকে আবার বৃথা তর্কের দ্বারা চঞ্চল করা উচিত $নহে$।
রফিক ভাই আতার আলী খান এনামুল হক মনি হাসিবুল হোসেন শান্ত মেহরাব হোসেন অপি সহ নবীন-প্রবীণ মিলিয়ে আড্ডা চালু রাখুন।,রফিক ভাই$$ আতার আলী খান$$ এনামুল হক মনি$$ হাসিবুল হোসেন শান্ত$$ মেহরাব হোসেন $অপি সহ$ নবীন-প্রবীণ মিলিয়ে আড্ডা চালু রাখুন।
কিন্তু ঝুলি থেকে যখন আস্তে আস্তে বিড়াল উঁকি মারতে শুরু করছে সম্প্রতি।,কিন্তু ঝুলি থেকে যখন আস্তে আস্তে বিড়াল উঁকি মারতে শুরু করছে সম্প্রতি।
আমাকেও কোচি যেতে হবে।,আমাকেও $কোচি$ যেতে হবে।
মেডিকেল রুমে ইমার্জেন্সি লাইন বন্ধ কেন?,$মেডিকেল$ রুমে ইমার্জেন্সি লাইন বন্ধ কেন?
পুরো শহর আমার নখদর্পনে।,পুরো শহর আমার $নখদর্পনে$।
তাঁদের দিনাজপুর মেডিকেল কলেজ হাসপাতাল নেওয়ার পথে আবদুল জব্বার মারা যান।,তাঁদের দিনাজপুর মেডিকেল কলেজ হাসপাতাল নেওয়ার পথে আবদুল জব্বার মারা যান।
"আমি জিজ্ঞাস করলাম, স্যার, ভিসা হয়েছে?","আমি জিজ্ঞাস করলাম, স্যার, ভিসা হয়েছে?"
এত সহজে উড়িবার উপায়টা কেউ জানে না?,এত সহজে $উড়িবার$ উপায়টা কেউ জানে না?
এবার বোঝা সহজ- কেন আমাদের হাইকোর্টের সামনে এই ভাস্কর্যটি স্থাপিত হয়েছে।,এবার বোঝা $সহজ-$ কেন আমাদের হাইকোর্টের সামনে এই ভাস্কর্যটি স্থাপিত হয়েছে।
তাই আমি মোটেই উদ্বিগ্ন হইনি।,তাই আমি মোটেই উদ্বিগ্ন হইনি।
কেবল বাতাসের সাথে এক প্রকারে গ্যাসের গন্ধ পাচ্ছি।,কেবল বাতাসের সাথে এক প্রকারে গ্যাসের গন্ধ পাচ্ছি।
ঘুম হচ্ছে না কেন বাবা?,ঘুম হচ্ছে না কেন$$ বাবা?
একজন পুরানো বন্ধু কখনই অতিরিক্ত অতিথি নয়।,একজন $পুরানো$ বন্ধু $কখনই$ অতিরিক্ত অতিথি নয়।
"দুদিন ধরে বৃষ্টির কারণে অবস্থার আরও অবনতি হয়েছে, সৃষ্টি হয়েছে নতুন খানাখন্দ।","দুদিন ধরে বৃষ্টির কারণে অবস্থার আরও অবনতি হয়েছে, সৃষ্টি হয়েছে নতুন খানাখন্দ।"
অরেঞ্জ কাউন্টি ফায়ার অথরিটি টাস্টিনে অগ্নি সুরক্ষা প্রদান করে।,অরেঞ্জ কাউন্টি ফায়ার অথরিটি টাস্টিনে অগ্নি সুরক্ষা প্রদান করে।
বাড়ির একটা অস্বাভাবিক স্তব্ধ আবহাওয়া স্পষ্ট অনুভব করা যায়।,বাড়ির একটা অস্বাভাবিক স্তব্ধ আবহাওয়া স্পষ্ট অনুভব করা যায়।
"বাপ মইরা যায় যখন, যখন সব অন্ধকার দেখতেসিলাম, সব দিক দিয়া সব চাপ দিতেসিল তখন এই ভাবনা টা আমার মাথায় চলত।","বাপ $মইরা$ যায় যখন, যখন সব অন্ধকার $দেখতেসিলাম$, সব দিক $দিয়া$ সব চাপ $দিতেসিল$$$ তখন এই $ভাবনা টা$ আমার মাথায় চলত।"
এই পর্বটি মি. উইডের মৃত্যুর পর তার শেষ উপস্থিতি চিহ্নিত করে।,এই পর্বটি মি. উইডের মৃত্যুর পর তার শেষ উপস্থিতি চিহ্নিত করে।
ছাত্রশিবিরের হরতাল অবরোধে দোকানপাট কিংবা গাড়ি ভাংচুর আইনশৃঙ্খলা রক্ষাকারী বাহিনীকেই মোকাবেলা করা উচিত ছিলো।,$ছাত্রশিবিরের$ হরতাল অবরোধে দোকানপাট কিংবা গাড়ি ভাংচুর আইনশৃঙ্খলা রক্ষাকারী $বাহিনীকেই$ মোকাবেলা করা উচিত $ছিলো$।
কর্তৃপক্ষ হতে অনুমতির অনুরোধ করা হলো।,কর্তৃপক্ষ হতে অনুমতির অনুরোধ করা হলো।
নতুন পাম্প বসানোর আগে পানি পরীক্ষামূলকভাবে তোলা পানির অংশ সড়কে জমে আছে।,নতুন পাম্প বসানোর আগে পানি পরীক্ষামূলকভাবে তোলা পানির অংশ সড়কে জমে আছে।
সবাই ঠিক আছে?,সবাই ঠিক আছে?
"একটি ""ভি"" এর আকারে ইন্টারপ্লেন জোড়া লাগানো হয়।","একটি $""ভি"" এর$ আকারে ইন্টারপ্লেন জোড়া লাগানো হয়।"
ঢাকার চেয়ে ঢাকার বাইরের ক্রেতারা বেশি মোবাইল থেকে অনলাইন সাইটগুলোতে আসছেন।,ঢাকার চেয়ে ঢাকার বাইরের ক্রেতারা বেশি মোবাইল থেকে অনলাইন সাইটগুলোতে আসছেন।
পাপন নিজেই এসবের হর্তাকর্তা,পাপন নিজেই এসবের হর্তাকর্তা$$
শেষে আর থাকতে না পেরে প্রাণপণে চেঁচিয়ে উঠে চুপ করিয়ে দিলাম ওদের।,শেষে আর থাকতে না পেরে প্রাণপণে চেঁচিয়ে উঠে চুপ করিয়ে দিলাম ওদের।
‘তুই কি মনে করিস বল তো?,$‘$তুই $কি$ মনে করিস$$ বল তো?
সাটক্লিফকে ওয়াইনের ওপর বিশ্বের অন্যতম প্রধান কর্তৃপক্ষ হিসেবে বিবেচনা করা হয়।,সাটক্লিফকে ওয়াইনের ওপর বিশ্বের অন্যতম প্রধান কর্তৃপক্ষ হিসেবে বিবেচনা করা হয়।
"সেরকম কিছু না, স্যার।","$সেরকম$ কিছু না, স্যার।"
"জেলে, পুয়ের্তো রিকানরা ছিলো?","জেলে$,$ পুয়ের্তো রিকানরা $ছিলো$?"
"তবে মনে আছে, চুক্তিবদ্ধ হওয়ার সময় অগ্রিম পনেরো হাজার টাকা পেয়েছিলাম।","তবে মনে আছে, চুক্তিবদ্ধ হওয়ার সময় অগ্রিম পনেরো হাজার টাকা পেয়েছিলাম।"
"তাহলে নিশ্চয় আমার ভেতর কিছু একটা আছে, যার সম্পূর্ণ অপজিটে যাওয়া আমার পক্ষে সম্ভব না (যেটাকে আপনি মানবিকতা, শুভর অনুভূতি, মনুষ্যত্ব যাই বলেন...)।","তাহলে নিশ্চয় আমার ভেতর কিছু একটা আছে, যার সম্পূর্ণ অপজিটে যাওয়া আমার পক্ষে সম্ভব না (যেটাকে আপনি মানবিকতা, শুভর অনুভূতি, মনুষ্যত্ব$$ যাই বলেন$...$)।"
"নিজামের পক্ষের হামলায় জাকির ছাড়াও সাগর, আবদুল হাকিমসহ পাঁচজন আহত হন।","নিজামের পক্ষের হামলায় জাকির ছাড়াও সাগর, আবদুল হাকিমসহ পাঁচজন আহত হন।"
"তামোরি ১৯৪৫ সালে জন্মগ্রহণ করেছিলেন, অর্থাৎ যখন দ্বিতীয় বিশ্বযুদ্ধ শেষ হয়েছিল।","তামোরি ১৯৪৫ সালে জন্মগ্রহণ করেছিলেন, অর্থাৎ যখন দ্বিতীয় বিশ্বযুদ্ধ শেষ হয়েছিল।"
"রঘুপতি জ্বলিয়া উঠিয়া কহিলেন, দাদা তোমার কী মহৎ উপকারটা করিয়াছেন শুনি।","রঘুপতি $জ্বলিয়া$ $উঠিয়া$ $কহিলেন$, দাদা তোমার কী মহৎ উপকারটা $করিয়াছেন$ শুনি।"
খানকিরে এক পা ফেনের সাথে বাইদা চুদা দরকার!!!,$খানকিরে$ এক পা $ফেনের$ সাথে $বাইদা$ $চুদা$ দরকার$!!!$
দরকার হলে ফোন দিও।,দরকার হলে ফোন দিও।
আমি একদিন বুঝতে পেরেছি।,আমি একদিন বুঝতে পেরেছি।
তিনি যুক্তরাজ্যে ভারতের বর্তমান বিষয়ে বিশেষজ্ঞ হিসেবে সম্মানিত ছিলেন।,তিনি যুক্তরাজ্যে ভারতের বর্তমান বিষয়ে বিশেষজ্ঞ হিসেবে সম্মানিত ছিলেন।
একজন বহিরাগতকে এই ধরনের এক পদে নিয়ে আসা নজিরবিহীন ছিল।,একজন বহিরাগতকে এই ধরনের এক পদে নিয়ে আসা নজিরবিহীন ছিল।
দরদর করে মার চোখ বেয়ে জল পড়তে লাগলো।,দরদর করে মার চোখ বেয়ে জল পড়তে $লাগলো$।
স্যাডলার তার ক্যারিয়ার শুরু করেন গাইন্সবোরো ট্রিনিটিতে।,স্যাডলার তার ক্যারিয়ার শুরু করেন গাইন্সবোরো ট্রিনিটিতে।
"ফ্লাইট অ্যাটেনডেন্টরা, কেবিন সুরক্ষিত করুন।","ফ্লাইট অ্যাটেনডেন্টরা, কেবিন সুরক্ষিত করুন।"
এই জনহীন মরুভূমিতে তাকে কে একটু আশ্রয় দিবে?,এই জনহীন মরুভূমিতে তাকে কে একটু আশ্রয় দিবে?
এখন তো তুই মেরে দেখা।,এখন তো তুই মেরে দেখা।
ওটাকে দেখে কেমন ভয় লাগছে!,ওটাকে দেখে কেমন ভয় লাগছে!
প্রয়াত আহমদুল কবিরের স্ত্রী লায়লা রহমান কবির দেশের একজন বিশিষ্ট ব্যবসায়ী।,প্রয়াত আহমদুল কবিরের স্ত্রী লায়লা রহমান কবির দেশের একজন বিশিষ্ট ব্যবসায়ী।
যা হয়েছে ভুলে যা এরপর দেখ কী হয়।,যা হয়েছে ভুলে যা এরপর দেখ কী হয়।
"সকলে কৈফিয়ত চায় শশীর কাছে, তার সঙ্গে তর্ক জুড়িবার চেষ্টা করে।","সকলে কৈফিয়ত চায় শশীর কাছে, তার সঙ্গে $তর্ক$ $জুড়িবার$ চেষ্টা করে।"
"এই ব্যক্তি আর কেউ নয়, অষ্টমাবতার কৃষ্ণ।","এই ব্যক্তি আর কেউ নয়, অষ্টমাবতার কৃষ্ণ।"
তবে কখনও কখনও আনমনে হাত বাড়িয়ে দিচ্ছেন রাজ পরিবারের সদস্য।,তবে কখনও কখনও আনমনে হাত বাড়িয়ে দিচ্ছেন রাজ পরিবারের সদস্য।
অবশ্য সুনীতাই অভিনবকে বলেছিল- “বাবা তোমাকে ডেকেছেন।,অবশ্য সুনীতাই অভিনবকে বলেছিল- “বাবা তোমাকে ডেকেছেন।$$
একটি সুন্দর আহবান করা হয়েছে প্রবন্ধের শেষে: আসুন সবাই মিলে ভিলেজ পলিটিক্সের দুষ্ট চক্র থেকে সমাজকে রক্ষা করি।,একটি সুন্দর $আহবান$ করা হয়েছে প্রবন্ধের শেষে: আসুন সবাই মিলে ভিলেজ পলিটিক্সের দুষ্ট চক্র থেকে সমাজকে রক্ষা করি।
"""অবনী উৎসাহি গলায় বললো, ""কী জিনিস, চাচা?","$""অবনী$ উৎসাহি গলায় $বললো$, ""কী জিনিস, চাচা?$$"
তোর কাহিনী শেষ করব আমি!,তোর কাহিনী শেষ করব আমি!
কিন্তু এর পর দুএকটি ভিন্নধর্মী প্রয়াস ছাড়া দীর্ঘ সময় বাংলা গান একটি স্থিতিজড়তায় ভুগছিল।,কিন্তু $এর পর$ দুএকটি ভিন্নধর্মী প্রয়াস ছাড়া দীর্ঘ সময় বাংলা গান একটি স্থিতিজড়তায় ভুগছিল।
এটা কি এমন কঠিন?,এটা $কি$ এমন কঠিন$?$
আনমনে আকাশ পানে চেয়ে ভাবতেছে।,আনমনে আকাশ পানে চেয়ে $ভাবতেছে$।
"না আব্বা, এখনও মরে আছে।","না আব্বা, এখনও মরে আছে।"
সার্সিকে গিয়ে মনের কথা খুলে বলো।,সার্সিকে গিয়ে মনের কথা খুলে বলো।
অর্ণব বেশ দুরুত্ব বজায় রেখে অপার পিঁছে পিঁছে হাঁটতে শুরু করলো।,অর্ণব বেশ দুরুত্ব বজায় রেখে অপার পিঁছে পিঁছে হাঁটতে শুরু $করলো$।
"কারণ বাইবেল-প্রণেতাগণের ব্যবহৃত ভাব, চিন্তাধারা ও রূপকসমূহের সহিত তাহারা সম্পূর্ণ অপরিচিত ছিল।","কারণ $বাইবেল-প্রণেতাগণের$ ব্যবহৃত ভাব, চিন্তাধারা ও রূপকসমূহের $সহিত$ $তাহারা$ সম্পূর্ণ অপরিচিত ছিল।"
এখানে তার থেকে যাওয়ার কী কারণ হতে পারে?,এখানে তার থেকে যাওয়ার কী কারণ হতে পারে?
পা দুটো যেন বরফ হয়ে গেছে।,পা দুটো যেন বরফ হয়ে গেছে।
"না, পলি, ফিল্মের নেগেটিভটা পাহারের উপরে আছে।","না, পলি, ফিল্মের নেগেটিভটা পাহারের উপরে আছে।"
"তার বাপ তো গৃহস্থ, জমি জিরাত, গাই বাছুর দেখেই বিয়া দিছিলো।","তার $বাপ$ তো গৃহস্থ, $জমি জিরাত$, গাই বাছুর দেখেই $বিয়া$ $দিছিলো$।"
"রাস্তার অপরপাশে যে পাথরের স্তুপ জমা হয়ে আছে, সেখানেই আজ সকাল পর্যন্ত গেজেট ভবনটা ছিল।","রাস্তার $অপরপাশে$ যে পাথরের $স্তুপ$ জমা হয়ে আছে, সেখানেই আজ সকাল পর্যন্ত গেজেট ভবনটা ছিল।"
তিনি প্রমথনাথ তর্কভূষণ ও অন্নদাচরণ চূড়ামণির ঘনিষ্ঠ সংস্পর্শে আসেন।,তিনি প্রমথনাথ তর্কভূষণ ও অন্নদাচরণ চূড়ামণির ঘনিষ্ঠ সংস্পর্শে আসেন।
আমাদের দেশে লোকসংখ্যার আধিক্যের কারনে যেকোন মত যাহির করলে তা নিয়ে লাফালাফি করার জন্য আরো দু একজন সংকীর্নমনাকে খুব সহজেই পাওয়া যায়সমাজের ও ব্যক্তির অপ্রয়োজনীয় কোনকিছুই এই বন্যার কারনে বন্ধ হয়নি।,আমাদের দেশে লোকসংখ্যার আধিক্যের $কারনে$ $যেকোন$ $মত$ যাহির করলে তা নিয়ে লাফালাফি করার জন্য $আরো$ $দু একজন$ $সংকীর্নমনাকে$ খুব সহজেই পাওয়া $যায়সমাজের$ ও ব্যক্তির অপ্রয়োজনীয় $কোনকিছুই$ এই বন্যার $কারনে$ বন্ধ হয়নি।
"সম্ভাবনা আছে লাভের টাকা দিয়ে একটু বেশি দরেই সে একটি মুরগী কিনেছে, এবার আমার বিনিয়োগের ছোট্ট একটু লাভ ভোগ করল ঐ এলকার এক মুরগীওয়ালা।","সম্ভাবনা আছে লাভের টাকা দিয়ে একটু বেশি দরেই সে একটি $মুরগী$ কিনেছে, এবার আমার বিনিয়োগের ছোট্ট একটু লাভ ভোগ করল ঐ এলকার এক $মুরগীওয়ালা$।"
তিরপালের নিচে হামাগুড়ি দিয়ে ঢুকে যায়।,তিরপালের নিচে হামাগুড়ি দিয়ে ঢুকে যায়।
প্রথম পরিচালক ছিলেন স্যার জেফ্রি কল্ন্ডার।,প্রথম পরিচালক ছিলেন স্যার জেফ্রি কল্ন্ডার।
পবিত্র আদেশ চলাকালীন প্রার্থীরাও বিশপ বা আর্চবিশপের সামনে নতজানু হবেন।,পবিত্র আদেশ চলাকালীন প্রার্থীরাও বিশপ বা আর্চবিশপের সামনে নতজানু হবেন।
এবং এটা কর্মসংস্থানের এক বিশাল ক্ষেত্র হয়ে উঠছে।,এবং এটা কর্মসংস্থানের এক বিশাল ক্ষেত্র হয়ে উঠছে।
একই সময়ে ব্যাংক অস্ট্রিয়া একটি নতুন লোগো পায়।,একই সময়ে ব্যাংক অস্ট্রিয়া একটি নতুন লোগো পায়।
গুলশান নিকতনে দুইটা বিশাল ফ্ল্যাটবাড়ি আছে।,গুলশান নিকতনে দুইটা বিশাল ফ্ল্যাটবাড়ি আছে।
এখানেই নাম আসে আবদুল্লাহ ইবনে সাবা নামক ইহুদী হতে ধর্মান্তরিত রহস্যময় ব্যক্তির কথা।,এখানেই নাম আসে আবদুল্লাহ ইবনে সাবা নামক ইহুদী হতে ধর্মান্তরিত রহস্যময় ব্যক্তির কথা।
ছবিটির জন্যেই বসবার ঘরে একটি মায়া-মায়া ভাব চলে এসেছে।,ছবিটির $জন্যেই$ বসবার ঘরে একটি মায়া-মায়া ভাব চলে এসেছে।
মনে হয় ছোট কোনো বাচ্চা টিনের উপরে লাফায়।,মনে হয়$$ $ছোট$ কোনো বাচ্চা টিনের উপরে লাফায়।
"থর থর ভালোবাসার কম্পন, শির শির এক ঠাণ্ডা অনুভূতি অস্তিত্বকে নাড়া দেয়।","$থর থর$ ভালোবাসার কম্পন, $শির শির$ এক ঠাণ্ডা অনুভূতি অস্তিত্বকে নাড়া দেয়।"
"এর পরপরই তারা ১৫ টি গানের একটা লিস্ট প্রকাশ করে, যেগুলোর লিরিকে প্রোফানিটি বা ভালগার কন্টেন্ট খুঁজে পায় তারা।","এর পরপরই তারা ১৫ টি গানের একটা লিস্ট প্রকাশ করে, যেগুলোর লিরিকে প্রোফানিটি বা ভালগার কন্টেন্ট খুঁজে পায় তারা।"
"কী যে বলো না, পিট।","কী যে বলো না, পিট$।$"
সেহরি এত অনুনয় বিনয় করে কানের কাছে হাক পাড়লেও সেই হাক সহসা পৌঁছায় নি কারো কানে।,সেহরি এত $অনুনয় বিনয়$ করে কানের কাছে হাক পাড়লেও সেই হাক সহসা $পৌঁছায় নি$ $কারো$ কানে।
কেন কতকগুলো ইঁদুর আসিয়া শস্য খাইয়া গেল তাহা নাঞ্চই বুঝিলাম।,কেন $কতকগুলো$ ইঁদুর $আসিয়া$ শস্য $খাইয়া$ গেল$$ $তাহা$ $নাঞ্চই$ $বুঝিলাম$।
"ফারিজ একটু বিরক্ত কন্ঠে বলল,- এতো ঢং করতে হবে না।","ফারিজ একটু বিরক্ত কন্ঠে বলল,$-$ এতো ঢং করতে হবে না।"
আচ্ছা আপনি আমার নাম জানলেন কি করে?,আচ্ছা আপনি আমার নাম জানলেন $কি$ করে?
লোকটির যথেষ্ট প্রভাব-প্রতিপত্তিও দেখা গেল।,লোকটির যথেষ্ট প্রভাব-প্রতিপত্তিও দেখা গেল।
নিসার আলি কথাবার্তা চালাতে লাগলেন।,নিসার আলি কথাবার্তা চালাতে লাগলেন।
বেদনায় পাগল হয়ে গেছে বেচারি!,বেদনায় পাগল হয়ে গেছে বেচারি!
"অবাক হবেন স্বাধীনতার এত বছর পরও আমরা চিন্তার স্বার্থপরাতা, আর নিচু মানসিকতা থেকে দুরে থাকতে পারিনি।","অবাক হবেন$$ স্বাধীনতার এত বছর পরও আমরা চিন্তার স্বার্থপরাতা, আর নিচু মানসিকতা থেকে $দুরে$ থাকতে পারিনি।"
তিনদিনের সব কথা লিখে রাখবা।,তিনদিনের সব কথা লিখে রাখবা।
""" ওরা যখন যেমনটা চেয়েছে, আমার দেহমন উজাড় করে দিয়েছি।","$""$ ওরা যখন যেমনটা চেয়েছে, আমার দেহমন উজাড় করে দিয়েছি।"
"গোরা ব্যস্ত হইয়া কহিল, না মা, বিনয় যাবে না।","গোরা ব্যস্ত $হইয়া$ $কহিল$, না মা, বিনয় যাবে না।"
তিনি তার দক্ষতা প্রদর্শন করেছিলেন।,তিনি তার দক্ষতা প্রদর্শন করেছিলেন।
তবে পরিচালক হিসেবে তিনি বিশেষ সাফল্য লাভ করতে পারেননি।,তবে পরিচালক হিসেবে তিনি বিশেষ সাফল্য লাভ করতে পারেননি।
এক এক ঘরে তাদের দু-জন কি তিন জন মাত্র থাকবে।,এক এক ঘরে তাদের $দু-জন$ কি তিন জন মাত্র থাকবে।
রোববারের ঘটনায় শিক্ষার্থীরা বিদ্যালয়ের ভারপ্রাপ্ত প্রধান শিক্ষক নজরুল ইসলামের কাছে অভিযোগ করে।,রোববারের ঘটনায় শিক্ষার্থীরা বিদ্যালয়ের ভারপ্রাপ্ত প্রধান শিক্ষক নজরুল ইসলামের কাছে অভিযোগ করে।
এডভোকেট জামাল ভূইয় মাইজ ভান্ডারীর মুরিদ।,এডভোকেট জামাল $ভূইয়$ মাইজ ভান্ডারীর মুরিদ।
প্রধান ইঞ্জিনগুলি এক্সপাস্ট গ্যাস ইকোনোমাইজার দ্বারা সজ্জিত।,প্রধান ইঞ্জিনগুলি এক্সপাস্ট গ্যাস ইকোনোমাইজার $দ্বারা$ $সজ্জিত$।
আপনার জন্য নেই।,আপনার জন্য নেই।
পরে আরও ১৩ জন মন্ত্রীকে তাঁর মন্ত্রিসভায় অন্তর্ভুক্ত করা হয়।,পরে আরও ১৩ জন মন্ত্রীকে তাঁর মন্ত্রিসভায় অন্তর্ভুক্ত করা হয়।
ক্যালেজা যখন জানতে পারলেন যে শহর খোলা তখন তিনি সেটা নিয়ে নিলেন।,ক্যালেজা যখন জানতে পারলেন যে শহর খোলা$$ তখন তিনি সেটা নিয়ে নিলেন।
আমাদের স্যাটেলাইটটি বহন করে নিয়ে যাবেএকটি রকেট।,আমাদের স্যাটেলাইটটি বহন করে নিয়ে $যাবেএকটি$ রকেট।
অত্যন্ত সাবধান লোকেরও সাবধানতায় ত্রুটি থাকিয়া যায়।,অত্যন্ত সাবধান লোকেরও সাবধানতায় ত্রুটি $থাকিয়া$ যায়।
তাই আইনটি এমনভাবে করতে হবে যেন গ্রামের মানুষও সহজে বুঝতে পারেন।,তাই আইনটি এমনভাবে করতে হবে যেন গ্রামের মানুষও সহজে বুঝতে পারেন।
আবার এখানে আমাদের বহু পরিচিত জবা ফুল নিয়েও আছে অদ্ভুত মিথিক্যাল তথ্য।,আবার এখানে আমাদের বহু পরিচিত জবা ফুল নিয়েও আছে অদ্ভুত মিথিক্যাল তথ্য।
