sentence,gt
ইহার ফল দাসত্ব ও পশুত্ব।,ইহার ফল দাসত্ব ও পশুত্ব।
এশিয়ান গেমসে কাল প্রথমবারের মতো টসে জিতলেন বাংলাদেশ অধিনায়ক মাশরাফি বিন মুর্তজা।,এশিয়ান গেমসে কাল প্রথমবারের মতো টসে জিতলেন বাংলাদেশ অধিনায়ক মাশরাফি বিন মুর্তজা।
এরপর গাই'স হাসপাতালে চিকিৎসাশাস্ত্রে ডিগ্রি লাভ করেন।,এরপর $গাই'স$ হাসপাতালে চিকিৎসাশাস্ত্রে ডিগ্রি লাভ করেন।
"নীচে সেই বিবরণগুলো দেওয়া হল, যেগুলোর জন্য বিস্তারিত তথ্য পাওয়া যায়।","$নীচে$ সেই বিবরণগুলো দেওয়া $হল$, যেগুলোর জন্য বিস্তারিত তথ্য পাওয়া যায়।"
"তাঁর প্রকাশিত বইয়ের মধ্যে উল্লেখযোগ্য হচ্ছে 'স্মৃতিতে শ্রুতিতে বারীণ মজুমদার', 'দিনগুলি মোর' ও 'সংগীতের তত্ত্বকথা'।","তাঁর প্রকাশিত বইয়ের মধ্যে উল্লেখযোগ্য হচ্ছে 'স্মৃতিতে শ্রুতিতে বারীণ মজুমদার', 'দিনগুলি মোর' ও 'সংগীতের তত্ত্বকথা'।"
আজ লোপা শাড়ি পড়ে এসেছে।,আজ লোপা শাড়ি পড়ে এসেছে।
ড্রপবক্সের এক ইমেইল বিবৃবিতে হ্যাক হওয়ায় দুঃখ প্রকাশ করেছে ড্রপবক্স কর্তৃপক্ষ।,ড্রপবক্সের এক $ইমেইল$ বিবৃবিতে হ্যাক হওয়ায় দুঃখ প্রকাশ করেছে ড্রপবক্স কর্তৃপক্ষ।
২০১০ সালে যা ছিল ৩৭ জন।,২০১০ সালে যা ছিল ৩৭ জন।
"ফকির তাড়াতাড়ি কহিলেন, আমি কিছুই জানি না।","ফকির তাড়াতাড়ি $কহিলেন$, আমি কিছুই জানি না।"
তাই বলি ন্যেকিটা সিরিয়াল ছেড়ে রান্নাঘরে কেন ঢুকলো,তাই বলি $ন্যেকিটা$ সিরিয়াল ছেড়ে রান্নাঘরে কেন $ঢুকলো$$$
"ফিনি, সে তোমাকে মারে।","ফিনি, সে তোমাকে মারে।"
"আলাদিনের বিশ্বস্ত কর্মচারী ফটিক তোষামোদী ও চাটুকার, আদতে স্বার্থপর।","আলাদিনের বিশ্বস্ত কর্মচারী ফটিক তোষামোদী ও চাটুকার, আদতে স্বার্থপর।"
আর এভাবে যেয়ো না প্লিজ।,আর এভাবে $যেয়ো$ না$$ প্লিজ।
মাঘাইর শিন্নি লোকাচার অত্যান্ত আনন্দদায়ক।,মাঘাইর শিন্নি লোকাচার $অত্যান্ত$ আনন্দদায়ক।
"ওহ, আমি — - এদিকে চলে আসুন।","$ওহ$, আমি $— -$ এদিকে চলে আসুন।"
"পরীক্ষণ বন্ধ করে, আমাদের কার্যক্রম থামাতে সে নিজেই আসছে।","পরীক্ষণ বন্ধ করে, আমাদের কার্যক্রম থামাতে সে নিজেই আসছে।"
বৃহত্তর সিলেটের ইতিহাস প্রণয়ন পর্ষদের সাধারণ সম্পাদক শুভেন্দু ইমাম বইগুলো গ্রহণ করেন।,বৃহত্তর সিলেটের ইতিহাস প্রণয়ন পর্ষদের সাধারণ সম্পাদক শুভেন্দু ইমাম বইগুলো গ্রহণ করেন।
মনে কত কি ভাবনা উঠিল।,মনে কত $কি$ ভাবনা $উঠিল$$।$
এদেশের সব বড় বড় লোকের বাড়ীতে যত্ন করে নিয়ে যাচ্ছে।,$এদেশের$ সব $বড়$ $বড়$ লোকের $বাড়ীতে$ যত্ন করে নিয়ে যাচ্ছে।
সুলেখাও আমার সাথে এত বড় বেইমানী কি করে করল।,সুলেখা$$ও আমার সাথে এত বড় $বেইমানী$ $কি$ করে করল।
তাঁহার নিজের চিত্ত যেমন শেষ পর্যন্ত স্বচ্ছ অন্যের নিকটও সেইরূপ একান্ত স্বচ্ছতা প্রত্যাশা করিতেন।,$তাঁহার$ নিজের চিত্ত যেমন শেষ পর্যন্ত স্বচ্ছ$$ অন্যের নিকটও $সেইরূপ$ একান্ত স্বচ্ছতা প্রত্যাশা $করিতেন$।
তিনি লুইজিয়ানার নিউ অরলিন্সে মারা যান।,তিনি লুইজিয়ানার নিউ অরলিন্সে মারা যান।
ঢাকা শহরের বিভিন্ন এলাকায় দেয়ালে দেয়ালে অনেক কিশোর গ্যাংয়ের নাম লেখা গ্রাফিতি চোখে পড়বে।,ঢাকা শহরের বিভিন্ন এলাকায় দেয়ালে দেয়ালে অনেক কিশোর গ্যাংয়ের নাম লেখা গ্রাফিতি চোখে পড়বে।
"কিংবা খুল্লতা উয়া খুড়তাতুয়া, খুড়তুতুয়া. খুড়তুতো।","কিংবা খুল্লতা উয়া খুড়তাতুয়া, খুড়তুতুয়া. খুড়তুতো।"
একই সঙ্গে তাঁকে দেশের ভেতরে শিক্ষা ও প্রশিক্ষণে আরও ব্যয় করতে হবে।,একই সঙ্গে তাঁকে দেশের ভেতরে শিক্ষা ও প্রশিক্ষণে আরও ব্যয় করতে হবে।
তুমি বলেছিলে তার ডান্স একদম খারাপ!,তুমি বলেছিলে তার ডান্স একদম খারাপ$!$
বিশ্বব্যাংক লিড ডোনার থেকে সরে যাওয়ায় বাকি সংস্থাগুলি প্রথা অনুযায়ী প্রকল্প থেকে সরে যায়।,বিশ্বব্যাংক লিড ডোনার থেকে সরে যাওয়ায় বাকি সংস্থাগুলি প্রথা অনুযায়ী প্রকল্প থেকে সরে যায়।
"ভাই আপনি বুটানের পা হার দেখলেন,আমরা জারা প্রবাসে আছি অনেক সুন্দর সুন্দর পাহাড় বেড়ানো হয় , ভাইয়া আপনার ভিডিও টা অনেক ভালো লাগলো,ভাইয়া ধন্যবাদ আপনাকে ","ভাই আপনি $বুটানের$ $পা হার$ দেখলেন$,$আমরা $জারা$ প্রবাসে আছি অনেক সুন্দর সুন্দর পাহাড় বেড়ানো হয় $,$ ভাইয়া আপনার $ভিডিও টা$ অনেক ভালো লাগলো$,$ভাইয়া ধন্যবাদ আপনাকে$$ "
"তুফাইল বলেন, আমি মক্কায় এলাম।","তুফাইল বলেন, আমি মক্কায় এলাম।"
যে বাঁশঝাড়ের দিকে উদয়াদিত্য চাহিয়া আছেন তাহা জোনাকিতে একেবারে ছাইয়া ফেলিয়াছে।,যে বাঁশঝাড়ের দিকে উদয়াদিত্য $চাহিয়া$ আছেন$$ $তাহা$ জোনাকিতে একেবারে $ছাইয়া$ $ফেলিয়াছে$।
"আগে সে বেশভূষায় মনোযোগ দেওয়াকে চাপল্য, এমন-কি, অন্যায় মনে করিত।","আগে সে বেশভূষায় মনোযোগ দেওয়াকে চাপল্য, $এমন-কি$$,$ অন্যায় মনে $করিত$।"
যে প্রতিমন্তব্য পড়ে আমাকে বেশ চালাক মনে করেছিলেন সেটা হয়তো আমার মায়েরই অবদান।,যে প্রতিমন্তব্য পড়ে আমাকে বেশ চালাক মনে করেছিলেন সেটা হয়তো আমার মায়েরই অবদান।
লটনের মৃত্যুর পর তার নামে একটি বৃত্তি চালু করা হয়।,লটনের মৃত্যুর পর তার নামে একটি বৃত্তি চালু করা হয়।
নিজের সুরক্ষা নিজেই করেন।,নিজের সুরক্ষা নিজেই করেন।
নৌকা করে কয়লা টানা এক সাধারণ দৃশ্য ছিল।,নৌকা করে কয়লা টানা এক সাধারণ দৃশ্য ছিল।
বিষয়টি গৃহবধূ তাঁর স্বামীসহ এলাকার লোকজনকে জানালে তাঁরা রায়হানকে শাসন করেন।,বিষয়টি গৃহবধূ তাঁর স্বামীসহ এলাকার লোকজনকে জানালে তাঁরা রায়হানকে শাসন করেন।
তুমি আগামীকাল রাতে ফিরে ফিওরনেরকে হত্যা করবে?,তুমি আগামীকাল রাতে ফিরে ফিওরনেরকে হত্যা করবে?
অমিতাভের ঘরকে ভুল করে নিজের ঘর ভেবে নক করেন মাইকেল জ্যাকসন।,অমিতাভের ঘরকে ভুল করে নিজের ঘর ভেবে নক করেন মাইকেল জ্যাকসন।
সে চলে এসেছে।,সে চলে এসেছে।
জাতির জনক বঙ্গবন্ধু মরহুম শেখ মুজিবুর রহমানের জবান থেকে ঘোষণা করা ৩০ লক্ষ শহীদের সংখ্যা আজ সর্বত্র প্রচারিত ও প্রতিষ্ঠিত।,জাতির জনক বঙ্গবন্ধু মরহুম শেখ মুজিবুর রহমানের জবান থেকে ঘোষণা করা ৩০ লক্ষ শহীদের সংখ্যা আজ সর্বত্র প্রচারিত ও প্রতিষ্ঠিত।
মসজিদে এতেকাফ করাঃরমজানের শেষের দশদিনে এতেকাফ করা সুন্নত।,মসজিদে এতেকাফ $করাঃরমজানের$ শেষের দশদিনে এতেকাফ করা সুন্নত।
"আগুনে পোড়া টিনগুলো কোথাও কালো, কোথাও বাদামি রঙের হয়ে দুমড়ে-মুচড়ে আছে।","আগুনে পোড়া টিনগুলো কোথাও কালো, কোথাও বাদামি রঙের হয়ে দুমড়ে-মুচড়ে আছে।"
মৃত্যুবার্ষিকীতে চারণ কবি মুকুন্দ দাসের প্রতি আমাদের শ্রদ্ধাঞ্জলি।,মৃত্যুবার্ষিকীতে চারণ কবি মুকুন্দ দাসের প্রতি আমাদের শ্রদ্ধাঞ্জলি।
তা গ্রহণ করতে তাদের এত বাধে কেন?,তা গ্রহণ করতে তাদের এত $বাধে$ কেন?
.হঠাৎ একদিন ইভানের এক্স গার্লফ্রেন্ড ফোন করলো!,$.$হঠাৎ একদিন ইভানের $এক্স গার্লফ্রেন্ড$ ফোন $করলো$$!$
৭৯ বছর বয়সের ব্যবধানে জন্ম মাসে ১৯৩৯ সালের ১৫ মার্চ ইহলোক ত্যাগ করেন রায় বাহাদূর জলধর সেন।,৭৯ বছর বয়সের ব্যবধানে জন্ম মাসে ১৯৩৯ সালের ১৫ মার্চ ইহলোক ত্যাগ করেন রায় বাহাদূর জলধর সেন।
বেসরকারি সংস্থা ইউএসএআইডির কর্মসূচি কর্মকর্তা জুলহাজ সমকামীদের অধিকারবিষয়ক সাময়িকী রূপবান সম্পাদনা ও প্রকাশনার সঙ্গে যুক্ত ছিলেন।,বেসরকারি সংস্থা ইউএসএআইডির কর্মসূচি কর্মকর্তা জুলহাজ সমকামীদের অধিকারবিষয়ক সাময়িকী রূপবান সম্পাদনা ও প্রকাশনার সঙ্গে যুক্ত ছিলেন।
আপনি এখানে আসায় কী যে সম্মানিত বোধ করছি বলে বোঝাতে পারব না!,আপনি এখানে আসায় কী যে সম্মানিত বোধ করছি বলে বোঝাতে পারব না!
আর মনিরের বয়স হবে ২০।,আর মনিরের বয়স হবে ২০।
১৯৯৫ সালে ঢাকায় আসি তখন গুরু যা গায় তা ই হিট।,১৯৯৫ সালে ঢাকায় আসি তখন গুরু যা গায় তা ই হিট।
মহেন্দ্রবাবুর স্ত্রীকে আমার প্রণাম দিবে।,মহেন্দ্রবাবুর স্ত্রীকে আমার প্রণাম দিবে।
তিনি মারুসিয়াকে সফলতার সাথে জার্মান ভাষা হতে নিজের মাতৃভাষায় জাতীয়করণ করেছিলেন।,তিনি মারুসিয়াকে সফলতার সাথে জার্মান ভাষা হতে নিজের মাতৃভাষায় জাতীয়করণ করেছিলেন।
শক্তিশালী বিরোধী দল প্রস্তাবটি আরো একবার স্থগিত করে।,শক্তিশালী বিরোধী দল প্রস্তাবটি $আরো$ একবার স্থগিত করে।
তবে বাইরে অনুভূতি প্রকাশ করলেন না।,তবে বাইরে অনুভূতি প্রকাশ করলেন না।
কিছু দাবী পূরণ না হওয়ায় আবার আমরণ অনশন শুরু করেন কমিউনিস্ট মতাদর্শের বিপ্লবীরা।,কিছু দাবী পূরণ না হওয়ায় আবার আমরণ অনশন শুরু করেন কমিউনিস্ট মতাদর্শের বিপ্লবীরা।
সে পূর্বজন্মে কী কর্ম করেছে সেটা থেকে আমার মনে হয় এখন সে কী করছে সেটাই গুরুত্বপূর্ণ হওয়া উচিৎ।,সে পূর্বজন্মে কী $কর্ম$ করেছে সেটা থেকে আমার মনে হয় এখন সে কী করছে সেটাই গুরুত্বপূর্ণ হওয়া উচিৎ।
সবাই খাবার জন্য বসে আছে আর তুই কি শুরু করেছিস এখানে?,সবাই খাবার জন্য বসে আছে আর তুই $কি$ শুরু করেছিস এখানে?
এছাড়া প্রথম বিশ্বযুদ্ধে মেক্সিকোর কাছে পাঠানো জার্মানির জিমারম্যান টেলিগ্রাম ও দ্বিতীয় বিশ্বযুদ্ধে জার্মানির ব্যবহৃত এনিগমা মেশিনের পাঠোদ্ধার বিশ্বযুদ্ধকে সংক্ষিপ্ত করে ইতিহাসের গতিপথকেই পাল্টে দিয়েছে।,এছাড়া প্রথম বিশ্বযুদ্ধে মেক্সিকোর কাছে পাঠানো জার্মানির জিমারম্যান টেলিগ্রাম ও দ্বিতীয় বিশ্বযুদ্ধে জার্মানির ব্যবহৃত এনিগমা মেশিনের পাঠোদ্ধার বিশ্বযুদ্ধকে সংক্ষিপ্ত করে ইতিহাসের গতিপথকেই পাল্টে দিয়েছে।
"এখানে নেই কোন স্বজনপ্রীতি, নেই কোন পারিবারিক দাপট, নেই টাকার খেলা।","এখানে নেই $কোন$ স্বজনপ্রীতি, নেই $কোন$ পারিবারিক দাপট, নেই টাকার খেলা।"
"চলো, বিগফুট।","চলো, $বিগফুট$।"
কন্টাকটরের ডাকই বলে দিল এটা তালতলা।,$কন্টাকটরের$ ডাকই বলে $দিল$ এটা তালতলা।
"হ্যাঁ, কিন্তু অফিসার বব বলেছিল এরকমই ঘটবে।","হ্যাঁ, কিন্তু অফিসার বব বলেছিল $এরকমই$ ঘটবে।"
"তবে তিনি অভিযোগকে ভিত্তিহীন দাবি করে বলেছেন, শুরু থেকেই তাঁরা ব্যবস্থা নিয়েছেন।","তবে তিনি অভিযোগকে ভিত্তিহীন দাবি করে বলেছেন, শুরু থেকেই তাঁরা ব্যবস্থা নিয়েছেন।"
তিনি তার বিখ্যাত এলিজিগুলো লেখেন।,তিনি তার বিখ্যাত এলিজিগুলো লেখেন।
"বিদেশে যদি বর্জ্য থেকে বিদ্যুৎ কিংবা ব্যবহার্য পণ্য বানানো যায়, তাহলে আমরা পারব না কেন?","বিদেশে যদি বর্জ্য থেকে বিদ্যুৎ কিংবা ব্যবহার্য পণ্য বানানো যায়, তাহলে আমরা পারব না কেন?"
"কোনো মানে হয় না, তবু পড়তে এত ভালো লাগে!","কোনো মানে হয় না, তবু পড়তে এত ভালো লাগে!"
পিরোজপুরে চাকরি স্থায়ীকরণের দাবিতে কেন্দ্রীয় কর্মসূচির অংশ হিসেবে কলম–বিরতি পালন করেছেন নকলনবিশেরা।,পিরোজপুরে চাকরি স্থায়ীকরণের দাবিতে কেন্দ্রীয় কর্মসূচির অংশ হিসেবে কলম–বিরতি পালন করেছেন নকলনবিশেরা।
সতীশের লেখা পড়ে বুঝেছিলুম তাঁর অল্প বয়সের রচনায় অসামান্যতা অনুজ্জ্বলভাবে প্রচ্ছন্ন।,সতীশের লেখা পড়ে $বুঝেছিলুম$$$ তাঁর অল্প বয়সের রচনায় অসামান্যতা অনুজ্জ্বলভাবে প্রচ্ছন্ন।
তিনি পালিয়ে যেতে সক্ষম হন।,তিনি পালিয়ে যেতে সক্ষম হন।
"তুমি বাসায় যাবার জন্য ছুটির প্রহর গুণতে, পাগল থাকতে যে, কবে ফিরবে।","তুমি বাসায় যাবার জন্য ছুটির প্রহর গুণতে, পাগল থাকতে যে$,$ কবে ফিরবে।"
"কিছুই করতে হবে না, আমি ওই মানুষের সাথে আর থাকবো না।","কিছুই করতে হবে না, আমি ওই মানুষের সাথে আর $থাকবো$ না।"
আমাদের জিপ চালকের সাথে আমাদের আগেই কথা হয়েছিলো রাতটা আমরা কাটাবো শ্যাম বালিয়াড়ির কাছেই অবস্থিত মরুতাঁবুতে।,আমাদের জিপ চালকের সাথে আমাদের আগেই কথা হয়েছিলো রাতটা আমরা কাটাবো শ্যাম বালিয়াড়ির কাছেই অবস্থিত মরুতাঁবুতে।
"আমাকে করতে দাও, চলো!","আমাকে করতে দাও, চলো!"
"অপরপক্ষে, ১৯৯৫ ও ১৯৯৬ সাল পার্বত্য চট্টগ্রামে বাংলাদেশ সেনাবাহিনীর জন্য সফলতার বৎসর।","অপরপক্ষে, ১৯৯৫ ও ১৯৯৬ সাল পার্বত্য চট্টগ্রামে বাংলাদেশ সেনাবাহিনীর জন্য সফলতার বৎসর।"
"আমি চিন্তা করি, নির্ঘাত মহিলার কোন বদ মতলব আছে, নিশ্চয়ই ওনার তরকারিটা পঁচে যাচ্ছিলো তাই আমাকে খেতে দিচ্ছেন।","আমি চিন্তা করি, নির্ঘাত মহিলার $কোন$ $বদ মতলব$ আছে, নিশ্চয়ই ওনার তরকারিটা পঁচে $যাচ্ছিলো$ তাই আমাকে খেতে দিচ্ছেন।"
এবছর পিএসসি বৃত্তির রেজাল্ট ২০১৮পিএসসি বৃত্তির রেজাল্ট ২০১৮গত ৩রা এপ্রিল ঘোষণা করা হয়েছে পিএসসি বৃত্তির রেজাল্ট ২০১৮।,এবছর পিএসসি বৃত্তির রেজাল্ট ২০১৮পিএসসি বৃত্তির রেজাল্ট ২০১৮গত ৩রা এপ্রিল ঘোষণা করা হয়েছে পিএসসি বৃত্তির রেজাল্ট ২০১৮।
নির্জন কারাবাসের অপব্যবহার ব্যাপকভাবে বিতর্কিত।,নির্জন কারাবাসের অপব্যবহার ব্যাপকভাবে বিতর্কিত।
ওয়াজ না শুনতে চাইলে বাস থেকে নেমে যান।,ওয়াজ না শুনতে চাইলে বাস থেকে নেমে যান।
শহীদজননী জাহানারা ইমামের নেতৃত্বে গঠিত একাত্তরের ঘাতক দালাল নির্মূল কমিটির অন্যতম প্রতিষ্ঠাতা।,শহীদজননী জাহানারা ইমামের নেতৃত্বে গঠিত একাত্তরের ঘাতক দালাল নির্মূল কমিটির অন্যতম প্রতিষ্ঠাতা।
কৃষি যন্ত্রপাতি প্রস্তুতকারী আলীম ইন্ডাস্ট্রিজ ক্ষুদ্র থেকে বর্তমানে মাঝারি শিল্পে পরিণত হয়েছে।,কৃষি যন্ত্রপাতি প্রস্তুতকারী আলীম ইন্ডাস্ট্রিজ ক্ষুদ্র থেকে বর্তমানে মাঝারি শিল্পে পরিণত হয়েছে।
আবার জেনারেল জিয়া ইন হওয়াতে তার এবং ব্রিগেডিয়ার খালেদ মোশারফের মধ্য দ্বন্দ্বটা আরো বাড়ল।,আবার জেনারেল জিয়া ইন হওয়াতে তার এবং ব্রিগেডিয়ার খালেদ মোশারফের মধ্য দ্বন্দ্বটা $আরো$ বাড়ল।
"শরীরে প্রাণের যত কিছু অভিব্যক্তি, তাহার প্রত্যেকটিকে মন দ্বারা নিয়ন্ত্রিত করা উচিত।","শরীরে প্রাণের যত কিছু অভিব্যক্তি, $তাহার$ প্রত্যেকটিকে মন দ্বারা $নিয়ন্ত্রিত$ করা উচিত।"
থামে না মুখের তর্জন-গর্জন।,থামে না মুখের তর্জন-গর্জন।
সরাসরি চালের গুড়া আর নারকেলকোরা দিয়ে তেলে ভাজা পিঠা।,সরাসরি চালের গুড়া আর $নারকেলকোরা$ দিয়ে তেলে ভাজা পিঠা।
হৃদয়ে শক্ত আসন গড়ে বসে আছেন কে?,হৃদয়ে শক্ত আসন গড়ে বসে আছেন কে?
১২ হাজার টাকার বেশি না।,১২ হাজার টাকার বেশি না।
এই জন্য দুই গ্রামের লোকেই তাহার কথা খুব স্পষ্ট বুঝিতে পারিত।,$এই জন্য$ দুই গ্রামের লোকেই $তাহার$ কথা খুব স্পষ্ট $বুঝিতে$ $পারিত$।
"সাধক বললেন, তোমরা স্পষ্ট হও, অর্থাৎ রূপ ধারণ করো।","সাধক বললেন, তোমরা স্পষ্ট হও, অর্থাৎ রূপ ধারণ করো।"
"ধর্মকে আঘত দূরে থাক, সামান্য কটুকথা বললেই ধার্মিকদের অন্তরাত্মা কেঁপে ওঠে।""","ধর্মকে $আঘত$ দূরে থাক, সামান্য কটুকথা বললেই ধার্মিকদের অন্তরাত্মা কেঁপে ওঠে।$""$"
তাই নারায়ণগঞ্জ শহরে চলাফেরা করার জন্য আপনি ব্যবহার করতে পারেন হেলিকপ্টার।,তাই নারায়ণগঞ্জ শহরে চলাফেরা করার জন্য আপনি ব্যবহার করতে পারেন হেলিকপ্টার।
"চার্জ-বহনকারী পরমাণুর এস-ক্যারেকটার যত বেশি, অ্যানায়ন তত বেশি স্থিতিশীল হয়।","$চার্জ-বহনকারী$ পরমাণুর এস-ক্যারেকটার যত বেশি, অ্যানায়ন তত বেশি স্থিতিশীল হয়।"
এ গির্জা নির্মাণের পূর্বে তেজগাঁয়ে অবস্থিত রোমান ক্যাথলিক চার্চের পার্শ্বে আর্মেনীয়দের সমাধিস্থ করা হতো।,এ গির্জা নির্মাণের পূর্বে তেজগাঁয়ে অবস্থিত রোমান ক্যাথলিক চার্চের পার্শ্বে আর্মেনীয়দের সমাধিস্থ করা হতো।
কুসুমের কাছে মতি এত কৃতজ্ঞতা বোধ করিল।,কুসুমের কাছে মতি এত কৃতজ্ঞতা বোধ $করিল$$।$
আপেক্ষিক আর্দ্রতার সামান্য প্রভাব দেখা যায়।,আপেক্ষিক আর্দ্রতার সামান্য প্রভাব দেখা যায়।
তাঁরা বিভিন্ন এলাকা থেকে মেয়েদের চাকরির প্রলোভন দেখিয়ে ঢাকায় নিয়ে আসতেন।,তাঁরা বিভিন্ন এলাকা থেকে মেয়েদের চাকরির প্রলোভন দেখিয়ে ঢাকায় নিয়ে আসতেন।
বেশি তাড়াহুড়ো করো না বন্ধু।,বেশি তাড়াহুড়ো করো না$$ বন্ধু।
১৯৭১র পর বাংলাদেশ স্বাধীন হলেও এর নিজস্ব বাংলা ও সংস্কৃতির প্রতি তার তেমন কদর বা আগ্রহ ছিল না।,$১৯৭১র$ পর বাংলাদেশ স্বাধীন হলেও এর নিজস্ব বাংলা ও সংস্কৃতির প্রতি তার তেমন কদর বা আগ্রহ ছিল না।
"এমনও হয়েছে, আমি কনসার্টে গাইতে গিয়েছি, আমার সামনেই লোকজন আমাকে খুঁজছেন।","এমনও হয়েছে, আমি কনসার্টে গাইতে গিয়েছি, আমার সামনেই লোকজন আমাকে খুঁজছেন।"
ভাই হেভি লাগছে আমি মদিনা থাকি আপনার জন্য সব সময় দোয়া করে ভাই আপনার মোবাইল নাম্বারটা দিবেন আপনার সাথে একটু কথা বলব,ভাই হেভি লাগছে$$ আমি $মদিনা$ থাকি$$ আপনার জন্য $সব সময়$ দোয়া $করে$$$ ভাই$$ আপনার মোবাইল নাম্বারটা দিবেন$$ আপনার সাথে একটু কথা বলব$$
তুমি হাই না বলেই চলে এলে।,তুমি হাই না বলেই চলে এলে।
ঘুম থেকে আমাদের ওঠানো হতো।,ঘুম থেকে আমাদের ওঠানো হতো।
এটি একটি জনস্বার্থমূলক রিট মোকদ্দমা।,এটি একটি জনস্বার্থমূলক রিট মোকদ্দমা।
ভাইয়া এটা কেমন কথা মরিচের টা ভাবীকে দিলেন,ভাইয়া এটা কেমন কথা$$ $মরিচের টা$ ভাবীকে দিলেন$$
এতে কয়েক কোটি টাকার মালামাল পুড়ে গেছে বলে ক্ষতিগ্রস্ত ব্যবসায়ীরা দাবি করেছেন।,এতে কয়েক কোটি টাকার মালামাল পুড়ে গেছে বলে ক্ষতিগ্রস্ত ব্যবসায়ীরা দাবি করেছেন।
এ ব্যাপারে তারা সন্দেহ করতে লাগল।,এ ব্যাপারে তারা সন্দেহ করতে লাগল।
ভিকটিম মেয়েটার ছবি ও পরিচয় আমরা যোগাযোগ মাধ্যমে ভাইরাল করি।,ভিকটিম মেয়েটার ছবি ও পরিচয় আমরা যোগাযোগ মাধ্যমে ভাইরাল করি।
য়াহুদীর ধর্মগ্রন্থে বা হিন্দুর ধর্মগ্রন্থে শুধু বিশ্বাস করাটা গৌণ ব্যাপার।,$য়াহুদীর$ ধর্মগ্রন্থে বা হিন্দুর ধর্মগ্রন্থে শুধু বিশ্বাস করাটা গৌণ ব্যাপার।
গল্পের বই থেকেই রোম্যান্সের বাঁধা বরাদ্দ ছাঁচে ঢালাই করে জোগাতে হবে নাকি।,গল্পের বই থেকেই রোম্যান্সের বাঁধা বরাদ্দ ছাঁচে ঢালাই করে জোগাতে হবে $নাকি$।
"এখন ঘুমা, সকালে শুটিংয়ে যেতে হবে না?","এখন ঘুমা, সকালে শুটিংয়ে যেতে হবে না?"
আমার ভয় দ্বিগুণ বেড়ে গেলে।,আমার ভয় দ্বিগুণ বেড়ে $গেলে$।
পাথরের সম্মুখভাগসহ বহুবর্ণের ইট ব্যবহার করা হতো।,পাথরের সম্মুখভাগসহ বহুবর্ণের ইট ব্যবহার করা হতো।
এক সপ্তাহের মধ্যে বাগদান।,এক সপ্তাহের মধ্যে বাগদান।
লিও মেলেট মন্টপেলিয়ারে জন্মগ্রহণ করেন।,লিও মেলেট মন্টপেলিয়ারে জন্মগ্রহণ করেন।
এ বইটি খোরশেদ কাকার ঘর থেকে এনেছিলাম।,এ বইটি খোরশেদ কাকার ঘর থেকে এনেছিলাম।
অতিথপুর থেকে রওনা হয়ে বেশ কয়েকবার মনে হল না গেলে কেমন হয়?,অতিথপুর থেকে রওনা হয়ে বেশ কয়েকবার মনে $হল$ না গেলে কেমন হয়?
এতো  নাস্তিক,$এতো$  নাস্তিক$$
ধারণা করা হয়েছিল এর পিছনে লিওনার্দোর হাত আছে।,ধারণা করা হয়েছিল এর পিছনে লিওনার্দোর হাত আছে।
আদালতে তাদের পক্ষে শুনানি করেন ব্যারিস্টার এ কে রাশেদুল হক।,আদালতে তাদের পক্ষে শুনানি করেন ব্যারিস্টার এ কে রাশেদুল হক।
প্রতিমাসে কামাল পার্টিকে দিবে বলে অফিস থেকে অনেক টাকা নিয়েছে।,প্রতিমাসে কামাল পার্টিকে দিবে বলে অফিস থেকে অনেক টাকা নিয়েছে।
এসব শুনেই আমি তাকে জানালাম আমার সেই ‘ক্যাসেটটার’ কথা।,এসব শুনেই আমি তাকে জানালাম আমার সেই ‘ক্যাসেটটার’ কথা।
"এত কিছু করেও বাঁচতে পারলাম না, বাছা।","এত কিছু করেও বাঁচতে পারলাম না, বাছা।"
"বাবু তুমি তো আমার ক্রাশ ছিলা ,তুমি যে এতো বড় খানকি সেটা তো আমি জানতাম নাআজকে থেকে ক্রাশ কেটে গেছে","বাবু তুমি তো আমার ক্রাশ $ছিলা$ ,তুমি যে এতো বড় $খানকি$ সেটা তো আমি জানতাম $নাআজকে$ থেকে ক্রাশ কেটে গেছে$$"
এর ফলে কয়েক মিনিট বা ঘণ্টার মধ্যে ধীরে ধীরে আলো নির্গত হয়।,এর ফলে কয়েক মিনিট বা ঘণ্টার মধ্যে ধীরে ধীরে আলো নির্গত হয়।
কারণ তারাই বাংলাদেশকে সামনের দিকে নিয়ে যেতে অগ্রণী ভূমিকা পালন করবে।,কারণ তারাই বাংলাদেশকে সামনের দিকে নিয়ে যেতে অগ্রণী ভূমিকা পালন করবে।
অফিসে ব্যক্তিগত সমস্যা নিয়ে আসবেন না।,অফিসে ব্যক্তিগত সমস্যা নিয়ে আসবেন না।
আপনার সাথে কিছু কথা বলতে পারি?,আপনার সাথে কিছু কথা বলতে পারি?
"অনেক পরিশ্রম আর টাকা খরচ করে ডিগ্রীটা পেয়েছি, একটুতো দাম দিন।","অনেক পরিশ্রম আর টাকা খরচ করে $ডিগ্রীটা$ পেয়েছি, $একটুতো$ দাম দিন।"
তার স্ত্রী।,তার স্ত্রী।
সত্য ভালো রাধেঁন না হলে এতো দিন ব্যবসা করতে পারতোনা,সত্য ভালো $রাধেঁন$$$ না হলে $এতো দিন$ ব্যবসা করতে $পারতোনা$$$
